Blog	web	lol	ryan	de	band	album	jesus	mommy	grant	haha	christ	hannah	data	daddy	lord	pics	james	tour	social	digital	mix	students	china	records	library	thankful	site	english	chinese	pray	damn	record	language	club	content	bus	elder	charlie	war	africa	pages	research	session	darling	search	conference	facebook	omg	difficult	mentioned	released	till	writes	radio	recent	hell	disease	trust	george	bill	review	google	current	grandma	members	president	michael	dj	author	wanna	study	dr	hehe	release	community	sold	color	gifts	davis	design	eventually	technology	suppose	report	university	national	apartment	article	presented	restaurant	honestly	french	challenge	youtube	character	scott	guitar	america	santa	file	previous	west	culture	easter	folks	miles	media	bike	annie	goal	yard	collection	station	issues	copy	south	el	police	sharing	blogs	similar	surgery	blessed	prayer	presentation	aunt	grace	program	software	mama	dont	heat	truck	film	hip	singapore	mood	king	results	training	lights	mail	image	dogs	babies	response	award	hop	machine	government	states	performance	david	flight	action	sea	sale	mission	grateful	bear	speaking	kate	scene	shit	tracks	families	brothers	october	built	crowd	im	links	blogspot	allowed	projects	interest	health	pic	tea	details	race	thanksgiving	concert	practice	camp	issue	purpose	tim	suddenly	events	writer	ball	ha	september	bags	success	candy	build	dropped	crying	york	images	halloween	cheese	common	gorgeous	result	hubby	tickets	ah	figured	malaysia	van	reminded	african	dave	comfortable	san	inspired	literally	million	items	society	org	gotta	river	yummy	football	drew	cross	popular	london	favourite	musical	north	flowers	named	painting	chris	bathroom	]	wide	cost	vacation	paint	expected	resources	nap	points	hall	forgotten	activities	november	source	airport	path	asleep	hearing	holy	huh	mad	comfort	shared	mountain	text	secret	covered	meal	progress	winner	bands	board	access	mess	possibly	shots	january	routine	fully	strength	continued	dan	originally	katie	christian	science	hadn	videos	slightly	reach	include	joined	delicious	lazy	describe	credit	chase	fat	changing	freedom	feelings	falling	lines	chose	accept	provide	checked	teaching	taught	skin	block	discovered	empty	pre	characters	island	kit	slept	classes	buying	visited	label	adventure	studio	jack	notes	tag	hahaha	cd	blast	related	lake	worried	blame	closed	barely	attended	legs	zone	crew	knowledge	quote	html	hill	member	lessons	sigh	teeth	application	manage	marriage	happiness	code	natural	glass	fashion	push	prepared	papers	prayers	extremely	lesson	background	pants	positive	ladies	los	festival	broke	checking	doubt	angry	east	hearts	letters	tend	steps	gold	attempt	rich	effect	thinks	twitter	couch	direction	desire	fans	student	swimming	beer	losing	chair	product	robert	seconds	handle	rules	subject	grade	readers	recorded	sugar	tom	presents	force	grand	friendly	storm	included	teach	schedule	jazz	term	fingers	visiting	joe	audience	returned	scary	oil	goodness	development	press	united	hungry	cousin	agree	county	political	animals	lie	wet	milk	uncle	respect	model	feed	driver	sight	cookies	artist	career	incredible	official	em	ends	passion	pack	mum	classic	shoot	topic	ma	material	hero	tools	traditional	attend	recipe	eve	familiar	bruce	grandpa	ft	cleaning	photography	shouldn	grab	farm	dry	position	fix	stars	department	key	fuck	bath	ass	ben	greatest	plenty	bread	contest	heading	para	dressed	sex	screen	february	lyrics	singer	pair	garage	soft	awhile	answers	laptop	rare	celebration	hmm
RLAMUNYON // blog of ryan lamunyon	0	0	0	0	7	3	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	1	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Music Liberation	0	0	1	0	17	38	0	0	0	0	0	0	0	1	0	0	2	6	0	3	0	0	0	17	0	0	6	0	0	0	5	9	0	1	0	1	0	0	0	0	2	0	0	0	0	2	0	0	1	0	14	1	0	0	1	0	0	0	0	2	2	0	1	0	0	0	0	2	0	0	0	0	0	8	1	1	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	3	2	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	1	2	1	0	0	0	0	1	0	0	1	2	1	0	3	0	0	3	0	3	0	0	0	0	0	1	0	0	0	4	0	0	1	0	4	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	1	0	0	4	0	0	0	0	0	0	3	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	16	6	5	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	1	8	0	0	0	0	0	0	0	1	1	0	2	2	0	0	0	0	2	0	1	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	27	0	0	1	1	2	0	0	0	0	0	1	0	1	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	1	1	0	1	0	0	1	0
The Southams	0	0	0	7	4	1	2	5	224	6	1	0	0	11	3	10	0	76	1	0	3	1	1	0	1	0	7	7	0	0	0	1	2	2	0	23	1	1	4	1	0	6	2	1	1	1	3	1	0	7	3	1	0	1	0	1	3	1	1	0	0	4	0	11	1	6	0	0	1	0	0	5	0	0	1	1	0	1	0	0	6	1	4	1	3	3	1	1	0	40	9	15	1	0	0	0	0	4	1	1	2	1	4	9	2	5	4	5	0	0	6	0	45	8	2	10	5	10	2	1	3	8	4	1	0	8	0	1	0	4	0	3	19	0	2	0	0	2	4	0	2	4	2	0	4	0	6	9	4	3	6	0	2	28	1	2	3	6	10	17	0	0	0	0	1	5	5	5	2	2	0	1	0	13	5	3	4	3	0	4	4	1	0	2	8	1	4	0	1	13	0	5	19	1	3	3	6	3	20	9	5	1	16	4	1	6	0	6	14	3	26	0	0	2	0	0	2	13	0	19	8	2	1	0	1	14	8	2	1	1	1	22	0	1	2	2	5	4	0	9	0	6	9	12	7	2	0	4	3	3	8	4	0	1	28	0	15	1	2	1	12	1	0	4	5	2	6	3	1	1	0	5	0	2	6	1	6	2	0	0	12	1	0	0	1	2	3	3	8	2	2	0	9	3	1	2	4	6	0	5	0	3	10	3	5	0	27	0	0	0	3	3	6	2	0	1	0	8	3	2	3	0	9	0	1	0	1	0	2	2	0	37	3	1	11	8	2	3	0	0	1	3	0	19	1	2	0	1	0	0	3	2	0	2	2	0	8	4	4	14	15	9	9	5	4	6	0	0	11	8	0	3	3	1	1	0	6	11	4	3	2	4	0	3	6	1	3	0	7	0	6	0	2	0	11	6	3	0	0	0	0	0	0	6	1	8	7	2	1	2	5	8	0	1	7	0	1	1	2	3	8	0	0	5	3	18	3	0	3	0	6	3	1	3	4	1	2	15	1	9	0	0	5	5	0	2	1	2	0	3	4	0	0	1	1	2	3	1	0	3	0	1	5	2	1	1	2	8	1	1	6	4	2	2	3	0	4	0	1	5	7	1	0	6	0	4	4	2	2	1	0	9	5	0	1	0	0	0	0	0
The Goodrich's	0	0	1	0	0	0	1	2	0	4	1	0	0	14	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	2	0	2	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	5	0	0	0	3	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	2	0	0	0	2	0	0	2	0	0	0	0	0	2	0	0	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	6	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	4	1	0	0	0	0	4	0	0	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	2	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	1	0	0	0	1	0	0	0	0	5	0	39	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
*My L|ttle cOrNer..❤*	0	5	0	4	0	0	1	0	0	42	0	0	0	5	2	12	0	0	1	0	2	1	1	0	1	1	0	2	9	4	37	0	1	7	0	5	1	0	2	0	0	0	0	0	0	0	0	2	1	1	0	5	0	0	0	0	0	1	0	0	0	1	3	3	1	0	0	0	0	0	12	2	26	0	0	1	0	0	0	10	0	0	2	0	0	0	4	0	0	1	2	0	0	0	0	0	1	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0	1	1	0	1	0	0	2	6	2	0	1	0	0	8	0	1	0	0	1	4	1	0	0	2	0	0	1	0	0	0	0	1	0	0	1	0	6	2	1	0	3	0	1	0	0	2	7	0	0	0	0	2	0	14	0	1	2	0	1	0	14	1	0	0	0	0	1	0	0	0	0	1	0	0	0	3	0	0	0	1	0	1	0	1	0	0	1	1	1	3	2	0	2	0	4	0	0	0	0	1	0	0	0	1	0	5	1	0	3	2	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	2	0	0	1	0	1	0	5	6	2	0	1	5	0	0	0	0	25	1	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	2	1	0	0	0	1	0	1	0	0	5	0	0	2	4	0	0	0	0	1	0	7	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	4	4	0	0	0	0	0	1	0	0	1	0	0	1	5	0	1	4	7	2	3	2	0	0	3	1	1	1	1	3	1	0	0	2	0	3	1	0	1	7	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	3	0	0	4	0	2	2	0	0	0	3	0	1	0	0	1	1	0	0	3	0	2	1	0	0	0	0	3	0	1	0	1	0	0	2	1	0	1	4	3	0	0	0	0	0	2	8	2	0	0	1	1	0	0	1	0	1	0	0	0	2	2	0	4	1	2	0	3	0	1	4	0	0	2	0	0	0	0	0	1	2	0	0	2	0	2	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	5	7
More Than Useless	0	2	0	1	3	2	10	0	0	6	3	2	16	0	7	0	1	1	2	0	0	9	0	0	0	0	0	0	1	3	0	3	2	1	4	0	0	1	2	0	2	1	0	0	2	0	17	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	2	1	0	0	0	9	5	0	0	0	0	1	0	0	0	0	0	0	3	1	1	0	1	0	2	1	1	0	2	0	0	1	4	0	0	0	0	1	0	1	2	1	2	0	1	0	0	1	2	3	0	1	0	0	0	0	0	0	5	0	0	1	1	0	1	0	0	2	0	0	0	0	1	1	0	0	1	2	1	0	2	2	0	4	0	2	1	0	0	1	0	0	2	0	1	3	0	0	0	0	1	0	0	1	0	0	2	0	2	0	0	0	0	0	0	1	2	0	3	1	2	2	2	1	0	0	0	0	0	0	0	1	3	1	1	1	0	2	2	0	0	1	0	0	4	4	0	0	0	1	1	0	0	1	1	0	1	0	0	1	0	0	0	1	0	3	0	0	0	3	0	0	0	5	2	0	2	1	1	0	0	0	0	7	5	2	3	2	1	2	1	1	0	1	4	4	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	1	1	2	1	7	0	1	0	2	0	1	6	0	5	0	0	0	1	1	1	1	1	2	3	1	0	1	3	5	0	2	1	0	0	6	0	0	0	2	0	0	3	0	0	0	0	0	0	1	1	1	3	1	0	0	0	1	9	1	1	4	1	3	2	2	3	0	2	0	0	0	0	1	1	1	0	3	0	0	0	1	0	0	0	1	1	1	0	0	1	2	2	0	0	2	0	2	2	0	3	3	6	0	6	2	0	1	4	0	0	1	2	0	0	3	0	0	0	0	0	0	2	1	0	1	1	2	0	1	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	1	0	1	0	0	2	0	1	0	0	0	0	0	0	3	0	0	0	1	0	0	2	0	4	0	3	1	0	0	0	0	1	2	1	0	0	5	0	1	0	0	1	0	4	2	0	1	0	0	0	0	3	1	4	0	2	0	0	0	0	1	2	1	0	0	0	5	3	1	0	1	2
Irish Parisienne	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	3	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	11	0	0	0	0	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vintage Mosaic Boutique ~ Inspired by Yesterdays Old World Charm	2	58	0	7	0	0	0	0	1	0	0	0	0	3	1	17	0	3	1	0	0	0	58	3	0	1	7	17	1	1	0	0	1	4	0	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	17	0	2	1	0	0	2	1	1	0	2	2	0	1	0	0	3	2	0	3	0	0	0	1	0	2	3	0	17	2	0	10	0	2	0	2	0	0	4	0	31	1	0	1	0	2	0	27	0	0	1	0	17	0	0	1	9	0	0	5	12	4	1	2	0	0	0	3	9	5	5	4	2	0	0	0	0	0	0	14	0	4	0	0	0	0	3	0	0	14	3	0	1	2	0	30	0	1	0	0	1	7	0	3	0	7	0	2	0	1	0	0	0	0	5	1	0	5	0	8	2	0	0	7	0	0	8	6	4	0	0	2	0	0	0	0	0	0	0	0	6	0	2	0	0	3	2	3	0	1	3	0	1	0	4	1	26	0	0	1	0	1	0	0	0	0	0	6	0	0	15	1	0	0	0	19	0	0	0	1	1	48	3	0	18	0	15	0	1	0	5	2	1	5	2	0	2	0	2	0	2	3	2	3	3	1	0	0	0	7	0	2	0	0	0	1	0	7	7	0	0	0	1	1	1	6	0	0	2	0	0	11	0	0	0	0	0	0	0	1	1	2	2	1	0	1	0	3	0	1	2	1	1	0	0	0	0	1	0	6	0	4	0	0	0	0	3	1	7	5	0	0	0	3	0	8	0	1	0	0	2	1	0	0	0	5	1	0	0	0	0	0	4	0	2	0	0	0	1	0	3	0	1	15	3	1	0	1	1	0	0	12	0	0	3	0	1	2	1	0	0	0	3	0	2	0	11	0	5	0	1	0	0	0	1	0	0	7	0	1	8	0	0	0	0	7	0	5	0	0	2	0	2	0	3	2	0	2	1	0	0	0	6	13	0	0	0	4	1	1	0	0	1	0	0	1	1	0	1	0	2	3	0	1	0	1	0	5	3	0	0	0	0	0	1	2	1	20	4	0	0	0	0	0	0	7	2	3	1	1	0	0	0	5	2	1	1	7	0	1	1	2	0	5	0	1	0	0	0	1	2	0	5	0	1	0	1	0	0	0	9	5	11	6	0	1	4	4	3
Merry Mis-Adventures	2	8	8	27	10	5	6	1	4	5	2	1	0	3	1	10	10	49	8	1	16	3	3	9	0	0	14	12	4	1	28	13	6	92	8	59	0	1	13	2	1	5	28	1	10	8	1	1	2	7	0	10	1	4	4	17	1	1	1	12	6	1	3	0	6	0	5	63	1	6	3	1	0	4	3	8	0	2	1	5	5	1	2	2	4	7	34	2	0	49	6	16	1	2	6	1	4	11	9	2	5	24	8	3	2	11	4	6	0	4	3	3	13	5	1	18	8	10	3	0	5	0	3	3	2	0	5	3	0	9	0	12	4	2	14	0	2	11	1	5	15	0	1	13	6	2	1	15	2	3	7	17	18	44	6	36	2	4	0	0	4	2	20	17	11	2	4	4	14	56	1	2	0	5	2	3	4	2	4	9	13	0	7	4	6	2	3	1	4	12	0	15	35	5	15	5	3	2	31	1	56	0	15	13	6	6	0	0	12	1	12	0	6	2	4	11	1	38	4	18	11	5	5	10	16	40	16	9	5	8	6	25	1	13	26	1	9	1	17	10	4	5	7	5	0	15	0	27	10	8	1	5	2	3	30	6	3	7	9	2	1	0	3	11	3	4	5	33	0	2	1	9	1	2	5	13	2	0	3	0	20	23	9	0	3	1	14	12	9	0	8	19	12	7	4	7	1	1	1	1	0	2	6	0	0	5	19	0	2	4	5	0	8	23	6	31	2	10	4	6	13	2	21	5	4	0	6	0	0	27	7	21	1	0	11	3	5	8	2	97	1	1	7	3	0	0	0	2	1	9	3	0	3	4	9	15	8	7	0	3	20	1	6	5	2	12	4	41	7	7	0	3	25	5	0	0	3	2	4	1	1	0	0	11	5	2	6	4	7	35	2	4	0	0	4	2	1	1	1	2	1	3	1	2	5	8	5	13	14	1	1	2	1	1	4	14	1	4	2	4	1	1	0	7	2	0	1	0	3	5	4	6	1	1	5	7	9	8	10	1	8	3	42	11	5	2	1	9	0	7	17	5	1	1	1	0	14	2	2	2	5	0	0	6	1	0	1	10	1	5	3	0	7	2	6	0	8	14	3	4	3	4	5	30	0	7	4	0	4	3	5	5	2	1	20	0	3	4	7	0
Jacob and Carrie :: NowHere	9	0	0	3	10	8	62	5	15	0	23	52	1	28	17	23	2	5	10	1	9	16	335	5	1	98	25	58	192	78	0	12	29	1	23	23	1	2	13	4	2	5	2	10	3	5	22	0	38	21	2	10	4	3	23	3	3	81	0	6	7	10	10	47	8	12	0	0	2	5	21	2	0	0	51	5	17	27	1	6	16	2	15	4	7	6	74	9	0	29	28	3	10	1	9	1	1	35	2	21	7	12	22	15	6	3	1	11	4	26	4	1	12	15	4	1	0	13	34	17	15	148	42	46	3	8	69	11	0	84	0	19	4	1	2	0	2	15	13	6	5	40	12	12	56	14	4	4	5	13	48	2	8	13	1	14	6	5	13	22	26	0	6	0	4	76	13	10	8	7	0	3	1	10	18	11	24	6	19	26	6	29	2	13	8	8	28	1	25	5	5	10	0	4	22	16	9	13	10	30	3	5	2	11	16	1	21	0	10	0	20	0	0	19	1	3	33	2	3	17	10	4	3	0	6	3	16	6	7	17	7	0	0	2	9	15	16	3	16	18	0	22	21	9	4	18	8	19	14	8	28	9	6	15	12	23	29	15	32	4	5	29	34	6	2	8	4	22	12	6	1	9	6	12	20	8	11	10	51	23	4	0	3	0	18	0	26	7	15	20	12	16	2	7	22	8	6	4	28	15	21	11	14	13	15	24	7	12	21	16	4	17	13	19	2	1	0	11	3	21	15	9	9	0	2	6	4	0	1	6	11	8	18	9	11	10	3	14	6	1	7	4	0	2	11	16	4	14	1	10	10	7	5	9	3	3	11	14	16	49	7	16	11	4	8	23	0	14	9	6	21	33	5	47	14	9	11	2	5	15	8	15	1	14	9	44	9	8	5	2	7	9	6	9	8	13	3	9	5	7	5	24	2	14	4	14	11	25	6	16	11	1	20	13	24	4	1	5	18	9	21	7	2	1	26	2	10	0	2	7	11	15	10	3	6	6	15	27	3	24	2	3	24	13	3	11	6	4	0	3	3	3	1	11	1	2	19	12	10	22	15	0	7	1	7	3	12	0	2	19	13	16	4	7	4	0	9	0	9	7	4	37	6	3	0	10	0	2	8	5	0	4	2	14	0	21	0	3	18	2
Kamer Stories	0	2	0	2	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	1	0	0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	1	0	0	2	0	0	3	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	3	0	5	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	11	1	0	0	1	6	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	10	0	0	0	3	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	15	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Delmar DustPan	8	0	1	112	8	1	4	0	15	0	6	0	16	2	10	0	26	19	33	7	3	28	2	21	121	0	13	7	8	1	3	21	9	12	3	4	2	5	44	1	9	51	9	0	11	2	8	0	8	11	16	4	7	18	13	9	1	10	17	34	6	1	15	0	36	65	10	1	5	0	0	20	0	36	37	39	7	4	7	16	12	14	7	23	32	86	1	32	14	5	0	9	3	3	7	2	0	50	3	18	13	20	13	3	2	9	7	6	2	4	19	9	11	5	9	18	0	145	1	13	13	1	0	2	11	2	2	66	3	1	0	5	14	7	0	0	0	7	5	30	10	7	4	14	0	6	7	0	1	60	91	2	13	2	11	7	65	7	1	3	12	2	4	7	7	32	4	46	50	6	0	2	21	13	9	17	19	0	0	6	8	7	2	5	10	19	7	3	2	27	4	5	0	49	6	7	1	24	9	1	9	4	5	1	15	0	13	0	14	0	0	0	6	6	5	6	3	3	0	0	38	37	62	20	0	20	0	3	1	3	13	0	0	2	43	6	16	5	30	2	0	7	27	4	2	25	24	0	7	36	3	19	29	8	1	5	0	6	2	1	1	1	3	3	0	0	5	7	4	2	0	34	17	9	1	3	5	4	0	6	1	6	8	0	2	7	2	0	5	10	30	10	1	1	3	13	1	6	6	8	1	4	18	1	9	22	4	0	1	2	120	5	8	5	8	12	1	1	0	10	2	2	12	1	10	1	17	0	1	1	16	9	0	0	20	1	10	4	7	4	8	0	15	7	24	0	0	0	12	3	19	3	5	21	2	4	8	12	4	0	2	1	4	4	2	1	0	10	4	4	10	0	42	0	7	11	7	11	3	4	6	3	3	1	7	1	0	8	4	33	3	1	9	21	2	0	2	8	11	1	2	3	9	5	7	5	4	15	9	4	11	0	12	2	7	17	2	10	0	5	0	11	30	70	1	2	7	198	5	6	0	4	5	3	9	11	8	8	2	2	3	1	0	7	4	2	1	3	0	5	2	0	0	11	1	9	4	21	5	0	3	2	1	20	5	1	0	2	70	2	12	4	3	101	11	1	9	6	0	1	2	10	11	6	0	4	11	8	11	0	1	2	3	2	0	3	0	3	7	0
